,path,conversions
835,l.instagram.com / referral > (direct) / (none) > Traffic - Winter 1 2018 > (direct) / (none) > (direct) / (none) > l.instagram.com / referral,1
836,l.instagram.com / referral > (direct) / (none) > Traffic - Winter 1 2018 > l.instagram.com / referral,1
837,l.instagram.com / referral > (direct) / (none) > {{campaign.name}} > (direct) / (none) > Catalogue Sales - Winter 2018 Add o cart,1
838,l.instagram.com / referral > google / organic > (direct) / (none) > (direct) / (none) > facebook.com / referral > (direct) / (none),1
839,l.instagram.com / referral > Traffic - Winter 1 2018,1
840,l.instagram.com / referral > Traffic - Winter 1 2018 > l.instagram.com / referral > Catalogue Sales - Winter 2018 Add o cart,1
841,l.instagram.com / referral > Catalogue Sales - Winter 2018 Add o cart > l.instagram.com / referral,1
842,l.instagram.com / referral > Catalogue Sales - Winter 2018 Add o cart > l.instagram.com / referral > (direct) / (none),1
843,l.instagram.com / referral > instagram.com / referral,1
844,l.instagram.com / referral > {{campaign.name}},1
845,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
846,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
847,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Catalogue Sales - Winter 1 > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > (direct) / (none),1
848,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > free.facebook.com / referral > lm.facebook.com / referral,1
849,"lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Catalogue Sales - Jewelry, Shoes, Bags > lm.facebook.com / referral",1
850,"lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Catalogue Sales - Jewelry, Shoes, Bags > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none)",1
851,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > m.facebook.com / referral,1
852,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > l.facebook.com / referral > m.facebook.com / referral > lm.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > l.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > l.facebook.com / referral > lm.facebook.com / referral > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > lm.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral,1
853,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > l.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > l.facebook.com / referral > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > l.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > l.facebook.com / referral > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > l.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > l.facebook.com / referral > lm.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > l.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > l.facebook.com / referral > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > l.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > lm.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral > l.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > l.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > l.facebook.com / referral > lm.facebook.com / referral > Conversions - Pret - Domestic > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > Conversions - Pret - Domestic > lm.facebook.com / referral > (direct) / (none) > Conversions - Pret - Domestic > (direct) / (none) > l.facebook.com / referral > lm.facebook.com / referral > Catalogue Sales - Winter 1 > l.facebook.com / referral > lm.facebook.com / referral > l.facebook.com / referral > Catalogue Sales - Winter 1 > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > l.facebook.com / referral > lm.facebook.com / referral,1
854,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > Conversions - Winter 1 - BiB A,1
855,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > Catalogue Sales - Bohemia 2018 > lm.facebook.com / referral,1
856,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > Catalogue Sales - Bohemia 2 > lm.facebook.com / referral > Catalogue Sales - Bohemia 2018 > (direct) / (none) > (direct) / (none) > lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > m.facebook.com / referral,1
857,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > lm.facebook.com / referral,1
858,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > lm.facebook.com / referral > Catalogue Sales - Winter 1 > (direct) / (none) > (direct) / (none) > (direct) / (none),1
859,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > lm.facebook.com / referral > m.facebook.com / referral,1
860,lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > Catalogue Sales - Winter 1 > m.facebook.com / referral > (direct) / (none),1
861,"lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > Catalogue Sales - Jewelry, Shoes, Bags > lm.facebook.com / referral > mobile.facebook.com / referral",1
862,lm.facebook.com / referral > (direct) / (none) > google / organic > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none),1
863,lm.facebook.com / referral > (direct) / (none) > google / organic > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > PK - Sapphire Brand Campaign > m.facebook.com / referral > PK - Sapphire Brand Campaign > google / organic,1
864,"lm.facebook.com / referral > (direct) / (none) > Post: ""Dive deep into our autumn palette with â€˜Bohemiaâ€™...."" > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Catalogue Sales - Jewelry, Shoes, Bags > m.facebook.com / referral > Catalogue Sales - Jewelry, Shoes, Bags > (direct) / (none) > (direct) / (none) > Catalogue Sales - Winter 1 > Conversions - Winter 1 -Aura A > Catalogue Sales - Winter 2018 Add o cart > (direct) / (none) > (direct) / (none) > (direct) / (none)",1
865,lm.facebook.com / referral > (direct) / (none) > Catalogue Sales - Winter 1 > (direct) / (none) > (direct) / (none),1
866,lm.facebook.com / referral > (direct) / (none) > Catalogue Sales - Bohemia 2 > m.facebook.com / referral > (direct) / (none),1
867,lm.facebook.com / referral > (direct) / (none) > l.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > l.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral > l.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > Catalogue Sales - Winter 1 > l.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > (direct) / (none),1
868,lm.facebook.com / referral > (direct) / (none) > l.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > l.facebook.com / referral > (direct) / (none) > Catalogue Sales - Bohemia 2018 > l.facebook.com / referral > (direct) / (none) > Conversions - Winter 1 -Aura A > l.facebook.com / referral > lm.facebook.com / referral > l.facebook.com / referral,1
869,lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > lm.facebook.com / referral > Catalogue Sales - Winter 2018 Add o cart,1
870,lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral,1
871,lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > free.facebook.com / referral > lm.facebook.com / referral,1
872,lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > (direct) / (none),1
873,lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > Conversions - Winter 1 -Aura A,1
874,lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none),1
875,lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),1
876,lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
877,lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
878,lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > Catalogue Sales - Winter 1 > (direct) / (none) > Catalogue Sales - Winter 2018 Add o cart > Conversions - Winter 1 -Aura A > m.facebook.com / referral > lm.facebook.com / referral,1
879,lm.facebook.com / referral > (direct) / (none) > free.facebook.com / referral,1
880,lm.facebook.com / referral > (direct) / (none) > free.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
881,lm.facebook.com / referral > (direct) / (none) > mobile.facebook.com / referral,1
882,lm.facebook.com / referral > Traffic - Winter 1 2018 > (direct) / (none) > Catalogue Sales - Winter 1 > Catalogue Sales - Winter 2018 Add o cart,1
883,lm.facebook.com / referral > Traffic - Winter 1 2018 > (direct) / (none) > Catalogue Sales - Winter 1 > lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > (direct) / (none),1
884,"lm.facebook.com / referral > Traffic - Winter 1 2018 > Post: ""Channel some winter vibes in this classic blue..."" > lm.facebook.com / referral",1
885,lm.facebook.com / referral > Traffic - Winter 1 2018 > Conversions - Winter 1 -Aura A > free.facebook.com / referral > m.facebook.com / referral,1
886,lm.facebook.com / referral > Catalogue Sales - Winter 1,1
887,"lm.facebook.com / referral > Catalogue Sales - Jewelry, Shoes, Bags > Catalogue Sales - Winter 1 > free.facebook.com / referral > (direct) / (none) > (direct) / (none) > lm.facebook.com / referral > Catalogue Sales - Winter 1 > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none)",1
888,lm.facebook.com / referral > Conversions - Pret - Domestic > m.facebook.com / referral,1
889,lm.facebook.com / referral > Conversions - Pret - Domestic > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none),1
890,lm.facebook.com / referral > l.facebook.com / referral > m.facebook.com / referral > (direct) / (none),1
891,"lm.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > Post: ""Floaty fabrics and dusty florals of 'Bohemia'..."" > m.facebook.com / referral > Catalogue Sales - Bohemia 2018 > Post: ""Because thereâ€™s a beauty entirely unique in that..."" > Catalogue Sales - Bohemia 2018 > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > (direct) / (none)",1
892,"lm.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > Post: ""Floaty fabrics and dusty florals of 'Bohemia'..."" > m.facebook.com / referral > Catalogue Sales - Bohemia 2018 > Post: ""Because thereâ€™s a beauty entirely unique in that..."" > Catalogue Sales - Bohemia 2018 > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none)",1
893,lm.facebook.com / referral > l.facebook.com / referral > Catalogue Sales - Bohemia 2018 > lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),1
894,lm.facebook.com / referral > m.facebook.com / referral > lm.facebook.com / referral,1
895,lm.facebook.com / referral > m.facebook.com / referral > lm.facebook.com / referral > Traffic - Bohemia > Traffic - Bohemia > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > Catalogue Sales - Winter 1 > lm.facebook.com / referral,1
896,lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral,1
897,lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none),1
898,lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Traffic - Bohemia > October 2018 Sale > m.facebook.com / referral > Catalogue Sales - Winter 1 > Catalogue Sales - Winter 2018 Add o cart > Catalogue Sales - Winter 1,1
899,lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
900,lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
901,"lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > Catalogue Sales - Jewelry, Shoes, Bags > (direct) / (none) > m.facebook.com / referral > Traffic - Winter 1 2018",1
902,lm.facebook.com / referral > m.facebook.com / referral > Catalogue Sales - Winter 2018 Add o cart > (direct) / (none),1
903,lm.facebook.com / referral > free.facebook.com / referral,1
904,outlook.live.com / referral,1
905,web.facebook.com / referral > (direct) / (none) > Traffic - Winter 1 2018,1
906,web.facebook.com / referral > facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),1
907,web.facebook.com / referral > facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
908,PK - Sapphire Brand Campaign > m.facebook.com / referral > (direct) / (none) > (direct) / (none),1
909,PK - Sapphire Brand Campaign > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),1
910,PK - Sapphire Brand Campaign > m.facebook.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none),1
911,PK - Sapphire Brand Campaign > l.facebook.com / referral,1
912,PK - Sapphire Brand Campaign > l.facebook.com / referral > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
913,PK - Sapphire Brand Campaign > l.facebook.com / referral > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > Winter 1 2018 | Standard,1
914,RTW > PK - Sapphire Brand Campaign,1
915,PK - Sapphire Brand Campaign > Competition,1
916,Competition > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
917,PK - Sapphire Brand Campaign > Competition > PK - Sapphire Brand Campaign,1
918,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > RTW > PK - Sapphire Brand Campaign,1
919,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
920,ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign,1
921,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
922,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
923,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
924,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
925,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Dynamic Remarketing > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > RTW > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Competition > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
926,PK - Sapphire Brand Campaign > PK - Lawn 2018 Vol 2 > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > Competition > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
927,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign,1
